/************************************************************/;;;;;;;;;;;;;
/*******  Extract on Mon Oct 02 10:30:19 CEST 2006  ****************/;;;;;;;;;;;;;
/************************************************************/;;;;;;;;;;;;;


id;CustomerName;CustomerAddress;idState;id2;RegTime;RegisterTime;Somme1;Somme2;Somme3;Somme4;Somme5;Somme6;Somme7
2429;Maintence Services of Maine;5518 Madison St.;3;42;17/03/1990 07:47;2003-02-27 17:34:56.000;88161;87595.3612;30277;255;16820.2960;9.0924E+6;763631925.0
2430;Sigman and Freud Psychiatry;643 De Temple Rd.;26;41;29/03/2002 22:00;2005-08-21 05:53:20.000;97384;23204.6181;26799;61;19852.8064;9.09994E+6;147192240.0
2431;Kermit the Pet Shop;2479 Woodridge Drive;42;23;25/05/1975 06:22;1982-09-17 17:14:56.000;90824;40848.3600;12732;240;23135.4862;3.529851E+6;300990585.0
2432;Chicagoland Cleaners;1633 McGovern place;33;41;29/01/2000 21:47;2005-07-01 19:26:40.000;20254;45827.4872;30900;36;10794.1656;50122.0;11389952.0
2433;Bernhardt Ltd.;770 Exmoor Rd.;43;47;23/04/2005 15:42;1993-11-18 22:00:00.000;83686;51240.3800;23166;137;77758.7950;1.436514E+6;111352286.0
2434;Jay's Cabinet Company;3160 Summit Ave.;17;25;21/10/1978 15:15;1980-05-13 22:06:40.000;6356.;51600.9400;1275;250;73754.9718;7.139578E+6;45258465.0
2435;Doll House Rock;671 Blackstone Ave.;46;42;18/10/2001 11:13;1993-09-11 07:01:36.000;21199;29080.7022;27462;102;47246.1024;8.53259E+6;699694870.0
2436;Parties Galore Golf Course;1101 Deerfield Place;45;26;17/01/1972 12:40;1994-05-23 03:26:40.000;76704;8433.4025;23628;187;27406.0107;3.591874E+6;116644680.0
2437;Kosmo Consulting;220 Vine Ave.;40;23;29/09/1993 00:47;2006-11-01 20:28:16.000;65656;74152.1049;15229;255;83950.3125;7.182775E+6;497055468.0
2438;Mac Computer Warehouse;854 Woodbine;36;3;15/04/2004 06:53;1974-03-02 03:34:56.000;86115;92663.8264;17991;192;59706.7002;9.486308E+6;502728274.0
2439;Facelift Kitchen and Bath;225 Jeffrys Place;45;26;26/08/1994 01:13;2001-06-15 03:40:00.000;99072;34706.4497;18050;210;32248.0464;5.35436E+6;531386564.0
2440;Glenwood Credit Union;225 Jeffrys Place;31;42;25/01/1994 12:13;1987-08-12 21:53:20.000;86506;60540.2860;7488;230;93210.0131;1.5801E+6;39278520.0
2441;Air France;241 Callan Rd.;36;33;29/09/1989 00:08;1996-10-27 14:41:36.000;95397;3438.0803;3044;37;17806.6036;5.18184E+6;73723700.0
2442;Dean Grant Buick and Crysler;1547 Vine;4;43;07/11/2004 07:20;2001-02-24 18:41:36.000;67536;86412.2719;2149;91;14317.3796;8.75397E+6;17861958.0
2443;First National Bank of Ottowa;1155 Ridgewood Drive;29;17;26/05/2001 23:28;1985-09-24 17:28:16.000;80780;2500.2230;5325;255;59536.7227;2.495428E+6;74282517.0
2444;Air Guatamala;854 Woodbine;14;46;24/08/2000 22:07;1971-04-09 06:41:36.000;4560.;88192.5140;6960;104;25586.0090;6.9059E+6;293985380.0
2445;Ebert Music Center;3181 Barkwood Ct.;13;45;15/03/2000 20:13;1975-10-18 22:33:20.000;45096;64267.9342;14256;83;7064.0769;4.880222E+6;1907975.0
2446;Garfield Appliance Service;1954 First St.;16;40;03/04/2000 04:00;1978-07-17 06:06:40.000;84832;93151.3048;10276;153;65016.2971;9.8242E+6;970697050.0
2447;Kermit the Pet Shop;231 Sheriden Rd.;32;36;21/07/2006 20:08;1993-05-22 00:34:56.000;42605;91332.3136;5008;68;19961.0582;6.65625E+6;79783923.0
2448;Dapper's Antiques;3150 Skokie Valley Rd.;9;45;28/02/1975 22:53;1978-10-22 00:20:00.000;83358;17642.8540;6795;112;19580.4993;1.827248E+6;21345285.0
2449;Glassman & Stone;1009 marvel Way;24;31;17/02/2005 19:08;2005-03-16 14:13:20.000;49954;50744.1626;21275;112;576.0808;1.833919E+6;473818884.0
2450;Nyman Interior Design;1337 Cavell Ave.;17;36;02/05/2004 04:08;1996-10-03 00:46:40.000;50079;72862.4620;9401;8;34830.4641;3.532094E+6;39574395.0
2451;Derbin Contracting Services;225 Jeffrys Place;43;4;09/02/1980 06:55;2006-05-28 04:06:40.000;32804;32448.8883;21957;20;25450.0816;3.718356E+6;607552104.0
2452;Hardee Woodwork Ltd.;43078 Kennedy Dr.;31;29;27/02/1983 02:13;2004-09-12 15:40:00.000;2299.;52865.1732;28987;71;15820.3620;5.614204E+6;279372668.0
2453;Childress Child Day Care;632 Florence Dr.;5;14;26/09/1971 11:02;1986-08-06 16:48:16.000;8968.;14560.5328;7362;157;12724.4795;1.28885E+6;97875734.0
2454;Highland Lanes;4467 Sheridan Rd.;33;13;28/04/2002 16:08;2002-04-19 19:00:00.000;2776.;57283.7248;2364;124;65760.3184;629548.0;241117752.0
2455;Nel Video Productions;1799 Rosemary Way;6;16;26/09/2000 05:27;1989-04-05 18:20:00.000;9876.;54192.8320;21304;39;41448.1472;1.50796E+6;50130270.0
2456;George Lee Antiques;433 Burton Ave.;16;32;29/08/2000 19:40;2003-06-05 09:00:00.000;88520;51804.1592;27378;160;9127.6592;9.541436E+6;330645240.0
2457;Flinn Mosquito and Pest Contro;746 Judson Place;13;9;16/03/1986 12:27;1994-11-25 10:40:00.000;52680;43631.5004;17511;40;20470.2348;5.11609E+6;116910837.0
2458;Morgan Construction Co;2224 Sherman Rd.;5;24;28/06/2003 06:35;1975-09-05 06:34:56.000;9666.;35512.6499;23019;236;39588.0060;2.210638E+6;43663260.0
2459;Caranisco Homes;1858 Balsam Way;30;17;30/12/2005 11:33;2004-06-24 13:14:56.000;67335;26880.1187;31496;112;86284.1886;7.276274E+6;8847846.0
2460;Got It All Electronics Supply;210 Cresant Rd.;44;43;22/11/1978 16:27;2003-06-13 05:28:16.000;69642;74030.7030;7250;64;66424.0155;6.961393E+6;166709135.0
2461;Funnyface Amusement Games;1077 Court Ave.;4;31;25/01/1975 05:33;1994-07-09 05:14:56.000;44642;19578.2634;27793;244;81676.6518;6.023896E+6;127487919.0
2462;Ernie's Foriegn Car Service;225 Jeffrys Place;11;5;03/12/1971 16:55;1987-09-14 07:40:00.000;35304;90299.0986;28686;243;57700.2544;2.141409E+6;412885944.0
2463;New Dehli Auto Exchange;302-A Crestwood Village Rd.;30;33;24/02/2005 17:48;2004-10-20 20:20:00.000;2480.;64930.6347;13383;208;28137.1719;2.985504E+6;637352352.0
2464;Sigman and Freud Psychiatry;550 Sheridan;16;6;15/09/2007 15:42;1994-08-14 22:33:20.000;16784;9532.2418;23457;90;2215.2650;8.880032E+6;628067328.0
2465;Doll House Rock;3148 cottonwood Ct.;26;16;21/07/2001 12:48;2001-03-15 09:33:20.000;85322;30464.9174;18096;55;40340.2520;5.69605E+6;520047204.0
2466;Salt & Pepper Catering Service;1831 Beverly Place #9D;41;13;23/09/2006 22:07;1992-01-12 07:06:40.000;69500;43146.4724;30101;249;52067.4898;2.994102E+6;498317902.0
2467;Quad City Cleaning;218 Oakridge Ave.;23;5;16/08/1983 17:40;1970-01-12 02:40:00.000;37137;82250.6528;900;120;60192.8598;9.898816E+6;235023527.0
2468;Nina's Snow Plowing;430 Oakland Drive;8;30;04/03/2004 05:48;2005-06-28 19:13:20.000;59568;48163.1566;7137;131;64367.3216;3.515535E+6;49935329.0
2469;Camp Stuff;643 De Temple Rd.;31;44;09/10/2000 20:08;2004-05-22 19:53:20.000;70424;9456.1096;21885;146;44790.6496;9.38398E+6;21014820.0
2470;Hardee Woodwork Ltd.;430 Oakland Drive;24;4;29/05/1983 13:40;2000-12-31 06:00:00.000;59680;39090.1476;6217;165;10742.0970;4.545698E+6;422852400.0
2471;Lidhal design Corp.;456 Groverland Ave.;28;11;19/06/1982 10:35;1970-05-10 23:41:36.000;11294;58052.2576;3992;172;64056.7840;4.72107E+6;13438467.0
2472;Got It All Electronics Supply;120 high St.;1;30;07/05/1982 14:48;1993-07-30 11:14:56.000;58395;4400.7700;29327;164;61392.4669;3.221387E+6;118205688.0
2473;Keep Cool Air Conditioner Repa;465 Stratford Rd.;35;16;11/03/2005 00:13;2003-02-22 07:46:40.000;25496;22026.7120;25936;196;97746.8575;8.875898E+6;213111008.0
2474;DBN Bank;1287 Glencoe Ave.;5;26;17/06/1977 13:53;1993-10-24 23:00:00.000;44250;32356.7269;3017;5;67940.6886;8.994871E+6;138271585.0
2475;Ebert Music Center;1715 Chicago Ave.;6;41;23/03/2002 18:02;2005-05-04 10:46:40.000;30312;98450.1000;18380;144;48264.5062;8.225947E+6;436028036.0
2476;AAA Daniels Antiques;3148 cottonwood Ct.;45;23;30/04/2006 17:02;2006-02-15 18:26:40.000;8993.;40672.1132;18379;128;54210.7183;3.163497E+6;830455776.0
2477;Lutz Soft Cloth Car Wash;1975 elmwood Circle;46;8;26/04/2004 20:40;1977-01-30 08:13:20.000;91927;9750.0512;9456;93;89422.4408;4.759277E+6;275498226.0
2478;Smith & Wesson Militia;22 Clay rd.;14;31;17/12/2002 04:40;2004-03-12 08:14:56.000;54519;64517.3286;24646;39;86716.7902;2.42986E+6;92513820.0
2479;Air Barbados;632 Roger Williams;22;24;13/07/2001 09:27;1986-07-16 02:06:40.000;36984;32870.5221;3813;19;2080.0050;4.264244E+6;168821965.0
2480;Lutz Soft Cloth Car Wash;218 Oakridge Ave.;27;28;07/05/2001 16:20;2002-06-28 22:33:20.000;23713;18485.9807;10018;202;53395.0210;7.69642E+6;335173300.0
2481;Dean Grant Buick and Crysler;201-C Frontage Rd.;12;1;04/11/2005 05:33;2003-10-21 05:40:00.000;42558;84502.3412;26221;19;24306.2122;6.62279E+6;57201894.0
2482;Jay's Cabinet Company;14836 W. River Oaks Dr.;3;35;17/03/1996 10:53;1996-11-06 17:06:40.000;65599;34388.3274;29727;54;2708.2752;3.207807E+6;327630032.0
2483;Air India;1770 first St.;45;5;07/12/1993 10:27;1980-12-15 11:21:36.000;90635;52948.0322;7488;222;53818.0312;9.579207E+6;62180252.0
2484;Schmidt Denists;965 Marion Place Apt. 65C;11;6;03/05/2001 19:00;1975-09-25 07:53:20.000;16642;23298.9170;16299;37;95775.3964;8.238703E+6;118502992.0
2485;Yale Remins Temp Agency;42 Valley Rd.;5;45;09/11/2005 20:15;1992-12-22 12:28:16.000;24933;32070.1616;24864;88;58159.8439;796220.0;14980768.0
2486;Maintence Services of Maine;1547 Vine;46;46;28/09/1971 18:35;1975-01-22 22:00:00.000;98926;42150.6950;6406;116;83000.0581;1.551276E+6;115798024.0
2487;BBQ Smith's Tex Mex;4763 Blackhawk Rd.;3;14;10/04/2000 23:35;1975-06-28 05:00:00.000;10718;66480.1975;2873;166;54024.7095;5.220145E+6;116726610.0
2488;Crossroads Construction, Inc.;726 White Oaks Ave.;32;22;23/08/1980 18:33;2000-10-13 07:28:16.000;20177;94549.0444;2442;48;27463.6463;5.06521E+6;52106502.0
2489;Elle Hypnosis and Therapy Cent;1126 Hillcrest Ave;46;27;19/11/2001 12:27;2000-05-27 07:41:36.000;31423;98304.1728;8055;172;35800.1228;5.59528E+6;109654622.0
2490;Doerner's Awnings and Canopies;1535 Knollwood Drive;34;12;07/12/2003 03:22;2000-04-09 17:34:56.000;52920;89391.5374;6696;124;59513.7120;48640.0;552329840.0
2491;Highland Woods City Hall;1077 Court Ave.;7;3;12/06/1993 16:47;1970-11-23 09:20:00.000;59262;46572.7201;4444;240;54151.5620;2.567755E+6;277404075.0
2492;Hardee Woodwork Ltd.;1715 Chicago Ave.;38;45;28/08/2000 00:22;1978-05-12 14:21:36.000;78644;53779.9036;1097;4;98528.6400;4.597631E+6;440059760.0
2493;Rythmics Ltd.;3059 Priscilla Court;22;11;18/04/2002 06:08;1992-09-05 03:26:40.000;52207;11953.6536;20529;64;92048.1535;2.124768E+6;147331836.0
2494;Innman Paint and Glass;2510 Crain;28;5;22/11/1993 20:27;1978-06-10 21:53:20.000;98552;86825.7752;16166;192;49384.6500;4.08318E+6;151212420.0
2495;Hilco Auto Body;1235 Easton Rd.;19;46;29/04/2003 08:07;2005-12-04 03:34:56.000;3744.;87880.7550;9834;108;53752.0000;3.823952E+6;720496530.0
2496;Cradle the Call;1450 Harding Ave.;47;3;31/08/2007 23:40;2006-02-21 18:13:20.000;68992;49048.8144;23172;45;3924.3722;741478.0;20489070.0
2497;DBN Bank;1750 Lily Court;8;32;26/08/2006 18:22;1977-02-25 14:01:36.000;40664;29606.0288;3335;232;90090.1803;7.513664E+6;67260948.0
2498;Myers Chocolates and Confectio;1975 elmwood Circle;28;46;22/09/2004 01:13;1983-10-14 18:20:00.000;37400;51300.2816;20434;222;66720.8720;5.39504E+6;126923555.0
2499;Hibbard Road Suppliers;662 Lyons Circle;37;34;25/04/1996 11:15;1975-10-11 12:46:40.000;55868;91893.1890;17583;104;19340.5312;4.596846E+6;283647664.0
2500;Block Boats and Lures;629 Kincaid Ave.;5;7;18/03/1999 23:33;1990-07-26 03:40:00.000;27976;51178.5515;14430;211;67537.6905;9.806624E+6;345329388.0
2501;Kermit the Pet Shop;456 Groverland Ave.;1;38;21/02/2000 07:35;2002-05-04 00:08:16.000;37400;84810.8741;5631;132;71157.2177;226270.0;539806984.0
2502;Innman Paint and Glass;2644 Princeton Ln.;12;22;09/12/2000 15:07;1982-06-29 13:00:00.000;29053;91022.0935;25804;144;59514.7500;3.528212E+6;407219418.0
2503;Peterson Roberts Carpentry;886 Yale Lane;41;28;27/07/1990 18:33;2005-08-06 23:28:16.000;12420;61840.5974;22841;181;75872.5794;3.637505E+6;35281290.0
2504;Green Shoes Corp.;4763 Blackhawk Rd.;13;19;17/12/1994 21:33;1971-09-05 07:26:40.000;29208;82307.5500;25420;144;93590.4874;2.823976E+6;586303530.0
2505;Marcy Elaine Bakery;899 Harvard Ct;51;47;04/11/1977 02:53;2005-05-30 00:34:56.000;57962;1068.3926;3870;122;78789.1350;8.143786E+6;496468416.0
2506;Nirabi Auto Service;1270 Linden Ave.;16;8;18/04/2000 23:48;1986-11-18 19:48:16.000;22183;95190.7231;24553;240;20542.0875;799095.0;427573908.0
2507;Air Mexico;662 Lyons Circle;32;28;13/02/2004 06:00;2003-08-05 08:08:16.000;4796.;42400.7736;29066;20;2680.1620;5.816572E+6;17057838.0
2508;Air Indonesia;1831 Beverly Place #9D;19;37;06/06/2004 21:00;2000-10-29 12:21:36.000;63540;66248.4460;31476;57;82526.4570;6.27087E+6;81668048.0
2509;American Apartments;1155 Ridgewood Drive;7;5;17/06/1982 23:13;2006-08-30 13:40:00.000;10926;19380.4626;21019;87;66980.8625;4.77958E+6;188803528.0
2510;Ebert Music Center;1875 Roger Williams Ave.;12;1;02/02/1997 16:13;1996-04-21 16:20:00.000;27351;30619.2743;14867;54;58260.4250;9.248827E+6;75635392.0
2511;Ernie's Foriegn Car Service;581 Hill St. Apt. 234;47;12;14/09/1975 12:48;1983-04-28 07:40:00.000;52125;59751.7316;2608;8;85850.0080;3.05397E+6;861804090.0
2512;Lambert & Locke Legal Services;1185 County line Rd.;33;41;17/09/2000 01:40;1980-12-11 05:20:00.000;63490;64344.2240;21193;192;25320.2312;7.569696E+6;11858352.0
2513;Ampro Office Team Ltd.;425 Lake Ave.;45;13;16/10/1971 03:15;2005-02-26 01:46:40.000;52930;13280.1316;24069;103;67720.6336;3.922704E+6;379820164.0
2514;Kapp Camera and Video;12 Skokie Valley Rd.;10;40;15/12/2003 05:48;2000-12-16 21:21:36.000;33691;78790.3696;29485;204;67850.3586;4.197725E+6;1565946.0
2515;Block Boats and Lures;770 Exmoor Rd.;26;16;29/03/1993 17:48;1974-09-23 01:14:56.000;330.0;98652.0484;19201;200;32314.7278;6.540211E+6;474313392.0
2516;Dean Grant Buick and Crysler;1907 S. Prospect Ave.;24;32;29/02/1980 19:20;2000-05-16 05:26:40.000;38412;79536.4600;434;136;99624.4896;2.18093E+6;335990716.0
2517;Marks, Marks, and Kaplan Ltd.;406 Trinity Ct.;8;19;28/07/2001 11:28;1990-09-18 13:13:20.000;960.7;72038.7581;31261;23;31496.1936;6.282895E+6;138160730.0
2518;Nyman Interior Design;899 Harvard Ct;39;7;03/10/1987 03:42;1975-11-11 01:06:40.000;89492;42560.1924;4932;4;22080.2462;6.785248E+6;11206283.0
2519;Elle Hypnosis and Therapy Cent;965 Marion Place Apt. 65C;10;12;17/03/2006 12:53;2000-11-12 03:33:20.000;5892.;31432.9484;26211;232;8800.9910;7.508064E+6;174150186.0
2520;Keyth Contracting and Repair;54 Lakeview Terrace;15;47;10/04/2006 23:42;1974-09-24 05:01:36.000;26628;97494.4275;17370;159;67035.2790;8.539632E+6;54327647.0
2521;Corbins, Rodriguez, & Savocchi;3100 Trailer Way;16;33;23/08/1985 16:47;1983-01-17 04:54:56.000;4650.;60615.3327;5995;241;94456.1790;7.821306E+6;558610382.0
2522;Loyal Order of Buffalo;115 Pleasent Ave.;43;45;03/07/1980 00:08;1993-06-07 05:28:16.000;97280;68528.5536;27439;176;22600.6095;5.124736E+6;337584800.0
2523;Palmer Golf Supplies;511 Hill;49;10;10/04/2000 23:35;1993-01-15 12:13:20.000;55624;87595.2976;5061;192;39703.7500;9.681501E+6;38567906.0
2524;First National Bank of Ottowa;54 Lakeview Terrace;44;26;15/07/2000 23:55;1986-07-27 15:53:20.000;43928;89705.4600;24780;140;58304.7715;7.17626E+6;225711096.0
2525;Kosmo Consulting;1660 Park Ave.;33;24;24/03/1985 15:48;2000-09-22 15:53:20.000;43368;23441.3310;25602;89;74960.1176;487528.0;98644230.0
2526;Lennox Air Pollution Control;1535 Knollwood Drive;24;8;21/10/1971 22:08;1993-09-11 07:01:36.000;67936;2000.1072;10851;96;12528.4112;8.665638E+6;226073436.0
2527;Gordon & Son Brockerage Ltd.;1750 Lily Court;15;39;03/04/2000 06:13;1975-12-17 14:53:20.000;80220;60138.4063;22977;51;80825.6352;8.561796E+6;56069607.0
2528;Esmarda Chemical Manufacturers;1752 Clinton Ave.;38;10;07/09/2005 14:33;2006-09-04 23:28:16.000;55968;43784.2606;20532;25;99615.0380;4.90098E+6;218006964.0
2529;Funnyface Amusement Games;1859 Green Bay Rd.;22;15;03/09/1978 20:47;2000-08-21 08:20:00.000;81776;34288.8980;15407;5;82940.1011;3.790551E+6;548708472.0
2530;Childress Child Day Care;1704 Ridgelee Rd;34;16;18/02/1983 07:07;1977-01-18 18:26:40.000;68939;96558.4250;723;160;92312.0081;5.934029E+6;365963352.0
2531;Resnick DDS;241 Callan Rd.;42;43;01/05/2001 19:02;1997-10-13 00:46:40.000;12374;57302.6977;31241;210;16793.0760;5.877508E+6;13037088.0
2532;Got It All Electronics Supply;231 Sheriden Rd.;34;49;04/09/1975 11:53;1980-04-17 13:48:16.000;32528;60500.0148;19167;224;94720.1256;2.313844E+6;10923771.0
2533;Facelift Kitchen and Bath;120 high St.;28;44;06/03/2006 11:47;1972-09-03 21:26:40.000;30100;22466.0561;1029;74;17000.1460;8.998322E+6;249370440.0
2534;Foy Aviation;12 Broadview Lane;42;33;20/02/2000 23:07;2002-04-22 21:14:56.000;87499;93294.5615;26076;33;86184.0220;9.69382E+6;593201784.0
2535;Lennox Air Pollution Control;139 Bay Colony Dr.;34;24;14/08/2004 08:08;1992-08-13 18:34:56.000;27996;5825.5560;21648;165;11174.9600;7.20032E+6;813193416.0
2536;Lake Shore Beaches;852 Sumac Rd.;1;15;14/07/2005 19:55;1998-09-29 21:13:20.000;39820;64642.8314;18075;144;8678.5480;7.262999E+6;28869840.0
2537;Childress Child Day Care;788 Tennyson Ave.;47;38;19/11/2006 05:08;1997-12-26 01:33:20.000;88653;43870.3412;18246;30;75290.6945;5.411504E+6;201070632.0
2538;Parties Galore Golf Course;1547 Vine;29;22;10/05/2006 19:27;2007-06-08 02:48:16.000;11188;60456.5311;28035;200;86334.5560;6.502608E+6;453202218.0
2539;Parties Galore Golf Course;4763 Blackhawk Rd.;15;34;30/03/1985 03:07;1977-09-07 18:06:40.000;55275;85800.8128;19650;19;7948.7024;9.657077E+6;226735550.0
2540;Ernie's Foriegn Car Service;1954 First St.;35;42;28/07/1986 03:00;1982-06-21 18:08:16.000;60477;26442.6083;10732;72;20890.2120;4.395838E+6;473888728.0
2541;Johnson, Erico & Co CPA's;4259 W. Lake Ave.;48;34;22/11/1989 08:42;2000-07-04 09:40:00.000;28379;46480.2673;10548;122;76398.7978;3.09196E+6;131207806.0
2542;Salt & Pepper Catering Service;2510 Crain;5;28;22/09/2000 20:33;2000-02-22 11:21:36.000;95218;53714.8461;10058;241;80165.4620;7.06802E+6;570327000.0
2543;Acme Chemical Supply;937 Judson Ave.;2;42;11/07/1974 19:40;2001-02-08 16:13:20.000;36515;29400.9445;17787;171;8311.9731;9.10767E+6;661457259.0
2544;DBN Bank;812 North Ave.;15;34;04/08/1992 04:47;1971-04-10 02:53:20.000;14000;49854.5948;8853;163;43875.9120;2.887072E+6;426249330.0
2545;Auto Interior Carpeting Compan;600 Central Ave.;38;1;02/01/1985 07:47;1983-10-15 11:00:00.000;11688;28352.3980;31044;46;8960.7650;3.368588E+6;39825042.0
2546;Garfield Appliance Service;1233 Arbor Rd.;8;47;23/04/2000 07:20;1983-11-14 12:13:20.000;23281;60000.8701;17340;205;58662.4518;9.727488E+6;121566885.0
2547;Acme Chemical Supply;21 Lakeview Terrace #2312;29;29;22/02/2003 01:48;1996-06-22 17:13:20.000;37800;18388.9495;4164;203;32412.8025;1.64807E+6;743280239.0
2548;Resnick DDS;1679 McCraren;11;15;12/10/1977 00:20;1987-05-04 05:13:20.000;8544.;26904.4726;22287;252;88535.6288;409205.0;13254261.0
2549;Funnyface Amusement Games;1547 Knolwood Rd.;4;35;22/05/1998 02:20;1982-03-10 16:54:56.000;19860;44640.7987;19035;125;850.1430;2.999392E+6;509443574.0
2550;Childress Child Day Care;1858 Balsam Way;17;48;17/08/1989 13:27;2001-02-21 00:41:36.000;13072;19817.8830;20370;38;58310.7792;7.8468E+6;5631760.0
2551;Yale Remins Temp Agency;628 Orwenstensia;5;5;22/06/1975 21:13;2006-12-29 13:46:40.000;47794;90012.6224;6303;208;20232.4844;1.71378E+6;23928654.0
2552;Perimeter Security Consultants;629 Kincaid Ave.;41;2;20/10/1983 13:13;2000-10-10 23:54:56.000;58580;5500.9026;27813;208;88398.8256;9.466375E+6;296021082.0
2553;AA Advertising;3148 cottonwood Ct.;7;15;08/03/2001 17:33;2002-04-15 20:46:40.000;31185;83864.3236;12873;40;43406.1214;1.0977E+6;116016156.0
2554;First National Bank of Ottowa;22 Clay rd.;9;38;18/06/1996 02:07;2003-04-11 17:28:16.000;93588;41440.8912;9225;100;72352.7304;5.061875E+6;68521192.0
2555;New Dehli Auto Exchange;244 Briar Ln;40;8;09/12/2002 02:13;1970-12-26 02:41:36.000;76530;69760.2288;24960;49;79175.7760;9.281468E+6;30075822.0
2556;Hart Corporation;1799 Rosemary Way;28;29;28/06/1982 09:13;1994-07-04 23:13:20.000;2419.;88965.2762;22433;26;38801.4291;4.54462E+6;31585430.0
2557;Nyman Interior Design;746 Judson Place;10;11;04/04/2001 13:53;1986-07-31 14:20:00.000;7320.;91950.7205;702;114;44940.6834;1.2039E+6;416138620.0
2558;Masterlands Cleaning;1287 Glencoe Ave.;20;4;06/05/1986 11:40;1980-10-30 04:14:56.000;26407;44700.8500;29228;58;70719.9119;6.460759E+6;284785836.0
2559;Acturial Enterprises Ltd.;2678 Sheridan Rd.;14;17;05/06/1974 22:33;2004-01-30 08:40:00.000;24232;72160.9630;1334;125;49881.0886;4.053E+6;10903800.0
2560;Pivot Point College;1287 Glencoe Ave.;16;5;10/03/2003 06:42;1990-03-02 06:40:00.000;82780;40248.5241;4604;48;27970.4671;7.665152E+6;138709557.0
2561;Pac Builders;1907 S. Prospect Ave.;16;41;13/03/2003 18:02;1980-01-05 13:34:56.000;41160;72263.3288;6948;40;75840.1184;4.914432E+6;31744944.0
2562;Toggle & Myerson Ltd;355 Golf Rd.;8;7;01/02/1989 09:08;2006-10-21 00:06:40.000;41158;53040.6938;14083;24;30800.6422;6.42822E+6;160597304.0
2563;Ampro Office Team Ltd.;3385 University Ave.;28;9;28/03/1986 02:13;1994-06-09 23:13:20.000;67665;4521.6740;20212;86;84710.2940;7.36474E+6;71205745.0
2564;Ampro Office Team Ltd.;1235 Easton Rd.;50;40;12/01/2000 22:15;1974-05-29 12:46:40.000;29328;15760.8622;21375;4;67959.0559;6.220504E+6;80656443.0
2565;North West Gas Co.;632 Roger Williams;7;28;25/09/2001 18:48;1972-10-17 21:00:00.000;70788;31506.4841;27770;52;51556.5344;4.931246E+6;237098796.0
2566;Woodworks Co.;231 Sheriden Rd.;5;10;20/10/1987 21:27;2001-08-24 11:26:40.000;7357.;61423.1672;5871;100;18454.5002;6.531375E+6;444653963.0
2567;Garfield Appliance Service;1547 Vine;19;20;11/02/1987 16:40;1972-10-18 04:34:56.000;64104;64926.4132;2546;38;29272.1922;7.2535E+6;75775040.0
2568;Shaggy's Grooming Services;581 Hill St. Apt. 234;39;14;18/03/1983 01:47;2000-06-26 12:21:36.000;64472;46920.0167;30547;207;29328.9492;4.533444E+6;872227200.0
2569;Innman Paint and Glass;1704 Ridgelee Rd;21;16;12/10/2001 16:20;1993-03-18 04:01:36.000;68694;10865.6316;26419;77;96864.4426;193548.0;630485375.0
2570;Nitelites Party Rental;1287 Glencoe Ave.;34;16;01/10/1986 15:13;1978-12-23 11:20:00.000;1324.;34871.2685;12392;120;63534.4156;4.907224E+6;161786218.0
2571;Keyth Contracting and Repair;872 Virginia Rd.;37;8;03/04/2002 13:07;2005-04-27 14:48:16.000;51996;64105.5746;5377;108;45734.1113;247816.0;175925436.0
2572;Truck-X Muffler Repair;1915 Lewis Ln.  Apt 13;4;28;23/08/2000 06:48;2001-09-01 00:20:00.000;11200;35420.7965;12106;86;28835.9827;7.945296E+6;255584202.0
2573;Flinn Mosquito and Pest Contro;1975 elmwood Circle;46;50;20/09/2004 09:02;1972-02-07 08:40:00.000;89371;32148.4300;7133;220;88108.5990;2.952719E+6;375488862.0
2574;Morton Roofing and Siding;2220 Grant Blvd.;45;7;28/06/1997 13:13;2004-05-10 02:20:00.000;38380;10776.2136;30300;201;99500.7310;2.275402E+6;535794543.0
2575;Childress Child Day Care;1155 Ridgewood Drive;25;5;18/11/2007 06:28;2006-04-24 02:20:00.000;30712;22450.4984;24408;68;32200.9475;5.92597E+6;424925226.0
2576;Dapper's Antiques;45 South Deer Creek Drive;32;19;23/01/1986 10:27;2004-05-14 17:26:40.000;73128;34490.5704;9701;255;50050.9539;5.03072E+6;751380480.0
2577;Flinn Mosquito and Pest Contro;1234 Devonshire Court;21;39;04/07/1986 03:15;1971-08-02 17:53:20.000;72600;78700.2450;26547;101;70456.8612;6.673788E+6;513533964.0
2578;AA Advertising;844 Spruce St.;12;21;21/08/2003 22:07;2000-04-15 14:41:36.000;59040;92576.8640;24507;48;42572.6490;5.005362E+6;757654568.0
2579;Parkway Auto Body;937 Judson Ave.;9;34;15/05/1993 01:55;1987-09-21 23:00:00.000;58777;94672.0900;18174;192;45856.6984;3.695168E+6;528034392.0
2580;George Lee Antiques;788 Tennyson Ave.;22;37;20/10/2000 10:33;1993-02-03 00:40:00.000;29405;93404.0844;24506;87;61656.6275;8.456132E+6;21539466.0
2581;Salt & Pepper Catering Service;22 Clay rd.;5;4;26/06/2003 05:00;2006-06-24 22:46:40.000;10884;44336.5860;8175;16;48395.6832;8.26522E+6;28560425.0
2582;AA Advertising;785 Highland place;15;46;05/07/2000 06:20;1980-05-23 21:00:00.000;77273;3114.0060;29508;248;53620.3060;9.08181E+6;160906251.0
